"Niveaux_des_prix";"Qualite_du_service_client";"Qualite_garantie";"Satisfaction";"Resume";"Plus";"Moins"
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"Mon père avait son assurance habitation chez Assuronline. 
Lors du décès de mon père, nous avons du faire intervenir les pompiers pour rentrer dans son appartement. Assuronline n'a même pas voulu prendre en charge la réparation de la serrure ""car ce n'est pas une effraction""... alors que les pompiers nous avaient donnés un document pour se faire rembourser par l'assurance dans ce cas précis (cas de force majeur bien sur !)
Ensuite, quand nous avons rendu l'appartement de mon père (locataire) nous avons évidemment résilier l'assurance habitation qui n'avait plus lieu d’être. Assuronline nous ont répondu que suite à un décès l'assurance continue jusqu'à la date d'anniversaire du contrat !!! ON MARCHE VRAIMENT SUR LA TETE !!!!!
Après plusieurs mails et appels, ils ont enfin compris qu'on résiliait suite à la fin du bail, du coup on a pu obtenir une résiliation à la date de fin de bail.
Cependant ils doivent nous rembourser une partie du mois qui a été prélevé en avance ! Oh surprise, il y a des frais de résiliation ! On se retrouve avec un montant dérisoire à se faire rembourser (moins de 10 €) et après plusieurs mail et maintes appels, ils comprennent toujours rien.
Ils s'obstinent a vouloir faire le remboursement au nom de mon père ou au nom du notaire, alors qu'il n'y a pas de notaire qui s'occupe de la succession, et que les comptes bancaires de mon père sont bloqués suite à son décès ! Ils ne comprennent pas qu'il faut faire le remboursement au nom de ses héritiers, alors qu'on leur fourni tous les documents qui justifient nos droits ! Tout ça pour moins de 10 € alors que d'autres organismes nous ont pas fait autant de problèmes pour des sommes bien + importantes !
A chaque fois que vous les appelez, les conseillers vous dises ""je comprends votre situation, je vous comprends, je transmets votre dossier en urgence"" mais à part ça rien ne se passe ! Vous avez beau leur repeter 36000 fois de vous contacter PAR TELEPHONE non, ils vous envoie à chaque fois un mail, complétement dépersonnalisé car vous ne savez même pas qui s'adresse à vous. Donc quand vous rappeler personne n'est au courant et vous devez encore passer 3h au téléphone où on vous transfert de service en service...VOUS ETES LA BALLE DE PING PONG !!!
En gros, ils se foutent du monde !!!";"Aucun";"- Ils ne prennent pas en charge des sinistres évidents
- Impossible de résilier en cas de décès
- Ils appliquent des frais de résiliation
- Ils ne comprennent pas le français, je ne sais pas dans quelle langue il faut leur parler.
- Ils vous font tourner en bourrique.
- Ils vous envoient des mail impersonnels alors vous vous leur avez répéter plusieurs fois de vous contacter par téléphone
- A éviter absolument !"
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"J'ai pris 5 minutes de mon temps pour donner mon avis sur ce site d'assurance , c'est honteux de prétendre assuré un scooter quand on est meme pas capable de répondres aux questions du client ,sa fait plusieurs fois qu'ils me disent que mon dossier est imcomplet ,j'envoie tout sa par courrier ,personne ne daigne répondre pour me tenir au courant.Quand je déclare un sinistre non responsable ,mon constat d'accident se perd dans les boites mails et je suis obligé de le renvoyé sur une autre adresse mail ,c'est l'art d'endormir les gens et de les décourager ,je suis pas pret de m'assuré au futur sur internet ,c'est terminé !!!! Sans parler du personnel qui répond au téléphone et qui vous met en attente sans arret !";"rapidité d'inscription";"aucune relation client ,des mail sans réponse"
"Assez bonne";"Mauvais";"Assez mauvais";"Mauvais";"A EVITER A TOUS PRIS,manque toujours quelque chose que vous avez envoyer plusieurs fois quelque soi le moyen ,incompétent,certain manque de correction il oublie qui est le client quand nous arrivons a les joindre il faut qu'il disparaisse des sites";"nul de chez nul";"si vous voulez des problèmes n’hésiter pas"
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"Assurance souscrite et payée en juillet 2015, on est en octobre et je n'ai toujours pas reçu ma carte verte. Aucune réponse aux mails, conseillers injoignables par téléphone, site incompatible avec les navigateurs Android, lamentable de a à z. Première et dernière expérience avec les assurances en ligne et particulièrement cet assureur.";"Rien";"Tout"
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"Attention à cette ""compagnie"" d' assurance.

Incompétence, irrespect.

Apres 6 mois de bataille pour leur faire comprendre que je n 'etais pas repsonsable de l 'accrochage quelqu un a fini par l admettre au hasard d un enieme appel. prélevement abusif meme pas remboursé, doit attendre prochaine écheance pour soustraire le montant. Raccrochage au nez sans arret, ne repondent pas au téléphone, le service sinistres est  tres peu ouvert et donc toujours occupé .

Meme si vous êtes tres malussé, ne choisissez surtout pas cette assurance si vous ne voulez pas avoir de problème !!!";"SI vous êtes très malusé ils peuvent vous prendre mais vous allez au devant de problème.";"Aucune compétence, aucun professionalisme, aucun respect du client, aucune lecture des mails, pas de service sinistres au téléphone et j 'en passe!"
"Assez mauvais";"Mauvais";"Assez mauvais";"Mauvais";"ça fait une semaine que j'essaie de les avoir au téléphone pour un sinistre auto. C'est mission impossible quel que soit l'horaire. L'assurance de l'automobiliste qui m'a percuté doit toujours attendre. J'en suis dégoûté.";"Trop tôt pour me prononcer.";"Service client inutile puisqu'ils ne répondent pas. Assurance à radier à vie."
"Assez bonne";"Assez bonne";"Assez bonne";"Assez mauvais";"récemment en difficulté suite à leur incompétence, ils n'ont aucune solution a m'apporter si ce n'est d'envoyer rapidement les documents afin de finaliser le contrat. A éviter à tout prix si vous n'aimez pas les soucis !!";"Vraiment aucun";"La liste serait trop longue"
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"Un conseil, n'aller pas souscrire à leur assurance, les prix vous intérésseront mais le service client, les délais de réponses ainsi que les procédures longues et inefficaces en tout genre vous ferons regretter (comme moi) d'avoir essayer !";"Aucun";"Tellement de choses à énumérer ..."
"Mauvais";"Mauvais";"Assez mauvais";"Mauvais";"impossible de les avoir au téléphone,pour traité les problèmes rencontrés difficile de résilier assurpeople, il prélève des frais même après résiliation, scandaleux, évitez assurpeople";"prix attrayant pour vous prendre dans leurs filets";"si vous résiliez vous serais taxé"
"Assez mauvais";"Mauvais";"Mauvais";"Mauvais";"Je n'ai jamais vu un service client aussi incompétent !!!!!!!! FUYEZ ! Prenez vos jambes à votre cou !!!!! Quand l'erreur vient de chez eux, et bien c'est encore vous, client, qui êtes responsable !!! Du jamais vu !!!! 
D'abord une carte verte que je peine à recevoir en bonne et due forme après plusieurs relances, mais ce n'est pas leur faute, c'est celle de la Poste... 
Ensuite, suite à un prélèvement rejeté, je m'en rends compte 2 mois après sur mes comptes mais aucune notification de leur part, pas de courrier, pas de sms, pas d'e-mail en revanche pr l'envoi de la mise en demeure, ce sont les spécialistes et là encore c'est entièrement de la faute du client qui ""n'a qu'à mieux gérer ses comptes et prélèvements"". Je tombe des nues ! 
ASSURPEOPLE, je ne vous recommanderai pour rien au monde ! Je n'ai qu'une seule hâte, arriver au terme de mon contrat pour résilier.";"Je n'en vois pas... C'est encore plus long qu'avec une assurance traditionnelle.";"Service client zéro !"
"Assez bonne";"Mauvais";"Assez mauvais";"Mauvais";"Tres decu par cette assurance j'ai eu une sinistre au mois d'aout ,toujours pas rembourser sachant qu'entre temps ils ont perdu mon constats ,la actuellement il me dise qu'il attende le constats du parti adverse et sa fais 3 semaines qu'il me le repete.
Ma voiture accidenter lache de plus en plus je fais 360 kilometres par semaines et il s'en foute parcontre eux sont bien derriere leur petit bureau
C'est une d'etre autant pris pour des idiot de payer pour des services qu'on vous fournis pas";"Carte verte rapide";"Conseiller nul ,aucune reaction au probleme des gens"
"Mauvais";"Mauvais";"Mauvais";"Mauvais";"J'ai mit une étoile parce qu'on ne peut pas mettre zéro.
Après 3 mois je n'ai toujours pas reçu ma carte verte, aucune réponse à mes mails, et bien sur je n'arrive pas à les avoir au téléphone. Fuyez!";"Rien";"Service client nul, trop cher pour un porduit inexistant (carte verte non reçue)"
"Assez bonne";"Assez bonne";"Assez bonne";"Assez bonne";"services téléphoniques trop long a avoir.............................................................................................................................................................................................................................";"faciliter a renouveler un contrat..............................................................................................................................................................................................................................................................................................................";"services téléphoniques trop long a avoir........................................................................................................................................................................................................................................................................................................................................................................................."
"Assez mauvais";"Mauvais";"Mauvais";"Mauvais";"Attention à vous les assurances auto on automatiquement l'option dépannage 0km mais si votre voiture à plus de 10 ans vous n'y avais pas le droit ! et il ne prévienne pas de cela !  Vous payer l'option mais on ne fait rien pour vous";"Le prix, dépanne";" ne dise pas tout. Vous êtes bien assuré que si votre voiture est neuve inutile. Ne vous propose pas les meilleurs prix même quand vous êtes repasser en bonus ne les propose que lorsque vous dite que vous partez -50% d'un cou ! Vous font payer des options comprise dans les contract et qu'il ne peuvent pas retirer sois disant même si votre voiture à 10 ans et qu'il savent que vous n'avez donc pas le droit à cette option. Mauvais commerçants"
"Assez bonne";"Assez bonne";"Assez bonne";"Assez bonne";"196€ pour un dossier non abouti, devis fait sur le net, prélèvement fait dans la foulée, mensualité à 56€, envoi de la copie de la carte identité recto verso, copie carte grise, le Rib, attestation sur l honneur et au bout d un mois on me réponds que l on ne peu m'assurer que je ne rentre pas dans les profils, par contre avec une mensualité à 140€ j avais le bon profil, j exige aujourd hui que l on me rembourse l argent prélevé, on me dit que c est impossible donc je vais prendre d autres voies.";"Aucun";"Frais de dossier, trop long le temps d attente au telephone, 45 minutes avant de raccrocher, les ""responsables"" qui vous répondent par courrier et qui refusent votre dossier malgré le fait qu ils vont on ponctionner de 196€, vous ne pouvez les avoir au telephone"
"Assez mauvais";"Mauvais";"Assez mauvais";"Mauvais";"2mois et toujours pas finaliserun dossier de 2eme assurances auto. Des demandes de document en triple plus couvert depuis 1 MOIS paiement 6 mois d'avance..personne de compétant pour suivre un dossier. Relation impersonnel, numéro surtaxé et pas de suivi ni de traitement...en attente pendant des minuites et des minutes
service proche du 0 pointé.

A fuire";"Rien";"manque de suivi
rigueur
pas de notion de client
service tél surtaxé"
"Assez mauvais";"Assez mauvais";"Assez bonne";"Assez mauvais";"cela fait 1mois que je bataille pour m'inscrire. Il manque toujours un justificatif, on reçoit plein de sms et de mails nous redemandant la même informations à 4 jours d'intervalle pour finalement nous dire que c'est en traitement (donc pourquoi cette relance?). Gros souci d'organisation et gestion des dossiers.
Et 1 jour afin la butoir d'inscription, j'apprends que le devis a changé (+10€ par mois) car j'ai été piétonne pendant 1.5mois ! (donc pas d'assurance auto puisque pas de voiture...mais il faut justifier d'une assurance en continue a priori. On n'a pas donc le droit de ne plus avoir de voiture et prendre le temps pour en racheter une !!?) Pas de geste commercial, méthode un peu cavalière qui ne me met pas en confiance. je vais source un nouvel assureur";"facilement disponible par téléphone, ils décrochent vite.";"la gestion, l'organisation administrative et le conseil"
"Très bonne";"Très bonne";"Très bonne";"Très bonne";"Je suis ravi du rapport qualité-prix mon inscription n'a pris que 5 minutes on vous laisse le choix de payer par mois où tous les 6 mois ou tous les ans je ne regrette pas si j'avais su j'y serais allé avant";"Les prix";"Aucun"
